,DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/ Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,dbn,total_students,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,pct_stu_safe,girls,boys,pbat,international,specialized,transfer,ptech,earlycollege,school_accessibility_description,zip,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL
135,09X250,Eximius College Preparatory Academy: A College Boa,High School,433,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.83,0.89,0.71,0.94,0.89,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"January 15, 2015",2.59,2.23,0.113,0.222,0.005,0.79,0.07400000000000001,0.125,0.594,0.021,0.38299999999999995,0.57,0.009000000000000001,5.8,0.867,0.8540000000000001,0.429,0.961,09X250,432,0.89,0.85,0.73,0.57,0.83,,,,,,,,,,10456,40.833665,-73.902499,3,16,14701,2009617.0,2029250056.0
136,09X252,Mott Hall Bronx High School,High School,390,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.76,0.85,0.72,0.92,0.85,0.9,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,"May 15, 2015",2.56,2.37,0.131,0.244,0.040999999999999995,0.841,0.07400000000000001,0.079,0.677,0.008,0.205,0.7559999999999999,0.01,5.7,0.40700000000000003,0.852,0.43700000000000006,0.977,09X252,387,0.8,0.85,0.77,0.54,0.86,,,,,,,,,1.0,10457,40.839244,-73.90131600000001,3,16,167,2009555.0,2029130001.0
137,09X260,Bronx Center for Science and Mathematics,High School,458,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.85,0.86,0.78,0.87,0.8,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"April 27, 2015",3.04,2.8,0.059000000000000004,0.22899999999999998,0.039,0.7709999999999999,0.059000000000000004,0.085,0.596,0.07,0.212,0.6940000000000001,0.015,12.0,0.759,0.91,0.255,0.97,09X260,463,0.92,0.91,0.82,0.75,0.93,,,,,,,,,,10456,40.833665,-73.902499,3,16,14701,2009617.0,2029250056.0
138,09X263,Validus Preparatory Academy,High School,397,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.79,0.9,0.72,0.94,0.85,0.93,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2017,2.42,2.15,0.161,0.27699999999999997,0.083,0.831,0.12300000000000001,0.139,0.612,0.003,0.28,0.695,0.013000000000000001,3.0,0.75,0.79,0.5670000000000001,0.981,09X263,372,0.64,0.79,0.69,0.45,0.9,,,,,,,,,1.0,10457,40.839244,-73.90131600000001,3,16,167,2009555.0,2029130001.0
139,09X297,Morris Academy for Collaborative Studies,High School,394,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.89,0.96,0.8,0.98,0.9,0.96,Well Developed,Proficient,Well Developed,Proficient,Well Developed,,,,,,2014-12-10T00:00:00.000,2.39,2.03,0.20600000000000002,0.27699999999999997,0.025,0.836,0.17,0.201,0.609,0.008,0.251,0.728,0.01,4.5,0.735,0.838,0.451,0.972,09X297,401,0.73,0.84,0.86,0.46,0.89,,,,,,,,,2.0,10456,40.827642,-73.904473,3,16,135,2004526.0,2026340001.0
140,09X324,Bronx Early College Academy for Teaching & Learnin,High School,276,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.93,0.73,0.9,0.86,0.91,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,May 2017,2.87,2.51,0.062,0.127,0.006999999999999999,0.7659999999999999,0.018000000000000002,0.087,0.5760000000000001,0.025,0.308,0.638,0.018000000000000002,5.8,0.556,0.85,0.42,0.981,09X324,522,0.82,0.85,0.59,0.72,0.85,,,,,,,,,,10456,40.828696,-73.917668,4,16,18302,2002497.0,2024460043.0
141,09X327,Comprehensive Model School Project M.S. 327,High School,424,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.84,0.87,0.74,0.92,0.84,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-03-26T00:00:00.000,2.81,3.01,0.078,0.248,0.059000000000000004,0.8320000000000001,0.026000000000000002,0.111,0.66,0.005,0.217,0.774,0.005,2.9,0.667,0.879,0.387,0.961,09X327,734,0.83,0.88,0.75,0.72,0.89,,,,,,,,,1.0,10452,40.842495,-73.91608199999999,4,14,209,2008336.0,2028590077.0
142,09X329,DreamYard Preparatory School,High School,285,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.9,0.97,0.79,0.99,0.89,0.95,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,March 2017,2.41,2.14,0.249,0.242,0.006999999999999999,0.8740000000000001,0.172,0.27399999999999997,0.607,0.0,0.33,0.66,0.006999999999999999,5.2,0.5,0.835,0.52,0.976,09X329,266,0.68,0.84,0.84,0.33,0.85,,,,,,,,,2.0,10457,40.840422,-73.91091,4,16,225,2007806.0,2028170002.0
143,09X365,Academy for Language and Technology,High School,314,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,0.86,0.88,0.85,0.94,0.81,0.9,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"January 7, 2016",1.9,2.06,0.6559999999999999,0.073,0.003,0.9329999999999999,0.045,0.48100000000000004,0.529,0.0,0.003,0.997,0.0,3.7,0.409,0.892,0.35100000000000003,0.9790000000000001,09X365,323,0.96,0.89,0.83,0.74,0.91,,,,1.0,,,,,1.0,10453,40.849623,-73.91606999999999,5,14,21502,2008460.0,2028660070.0
144,09X403,Bronx International High School,High School,394,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,0.79,0.76,0.79,0.71,0.81,0.84,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,"November 18, 2014",1.78,1.86,0.929,0.033,0.0,0.953,0.183,0.287,0.46399999999999997,0.027999999999999997,0.162,0.774,0.023,11.0,0.9309999999999999,0.7979999999999999,0.5589999999999999,0.9440000000000001,09X403,414,0.8,0.8,0.83,0.41,0.84,,,1.0,1.0,,,,,2.0,10456,40.827642,-73.904473,3,16,135,2004526.0,2026340001.0
145,09X404,School for Excellence,High School,387,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.74,0.84,0.63,0.91,0.83,0.86,Developing,Developing,Developing,Developing,Developing,Proficient,Developing,Developing,Developing,Developing,March 2017,2.34,2.04,0.282,0.27899999999999997,0.034,0.875,0.171,0.23,0.677,0.016,0.258,0.7,0.01,0.6,0.96,0.6609999999999999,0.706,0.9670000000000001,09X404,375,0.58,0.66,0.59,0.35,0.79,,,,,,,,,2.0,10456,40.827642,-73.904473,3,16,135,2004526.0,2026340001.0
146,09X412,Bronx High School of Business,High School,287,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.75,0.73,0.66,0.81,0.8,0.86,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,May 2017,2.34,2.06,0.39399999999999996,0.226,0.003,0.8740000000000001,0.174,0.244,0.547,0.027999999999999997,0.226,0.711,0.024,0.6,0.821,0.821,0.502,0.95,09X412,284,0.69,0.82,0.69,0.28,0.68,,,,,,,,,2.0,10457,40.840422,-73.91091,4,16,225,2007806.0,2028170002.0
147,09X413,Bronx High School for Medical Science,High School,265,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.8,0.71,0.7,0.91,0.85,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,April 2017,2.93,2.62,0.064,0.166,0.079,0.8190000000000001,0.026000000000000002,0.091,0.642,0.094,0.264,0.608,0.011000000000000001,15.0,0.759,0.9309999999999999,0.204,0.948,09X413,433,0.91,0.93,0.54,0.83,0.75,,,,,,,,,2.0,10457,40.840422,-73.91091,4,16,225,2007806.0,2028170002.0
148,09X505,"Bronx School for Law, Government and Justice",High School,491,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.8,0.82,0.67,0.86,0.82,0.88,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,2014-12-11T00:00:00.000,2.99,2.61,0.055,0.204,0.028999999999999998,0.7929999999999999,0.045,0.1,0.623,0.018000000000000002,0.248,0.7070000000000001,0.008,1.9,0.509,0.9079999999999999,0.266,0.9620000000000001,09X505,771,0.85,0.91,0.81,0.71,0.81,,,,,,,,,1.0,10451,40.827607,-73.918681,4,16,18302,2109459.0,2024450006.0
149,09X517,Frederick Douglass Academy III Secondary School,High School,409,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.74,0.83,0.72,0.9,0.82,0.89,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"January 16, 2015",2.35,2.03,0.142,0.22,0.017,0.8859999999999999,0.17800000000000002,0.22,0.721,0.002,0.44299999999999995,0.521,0.017,1.7,0.63,0.764,0.6559999999999999,0.965,09X517,424,0.73,0.76,0.65,0.34,0.83,,,,,,,,,,10456,40.833511,-73.90449,3,16,14701,2009611.0,2029250001.0
150,09X525,Bronx Leadership Academy High School,High School,651,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.67,0.68,0.62,0.77,0.94,0.83,Well Developed,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,April 2017,2.39,2.06,0.174,0.293,0.092,0.858,0.13699999999999998,0.163,0.7040000000000001,0.005,0.298,0.67,0.012,2.8,0.47100000000000003,0.8170000000000001,0.541,0.927,09X525,583,0.54,0.82,0.56,0.44,0.66,,,,,,,,,1.0,10457,40.843588000000004,-73.90323599999999,3,15,165,2094564.0,2028980001.0
151,09X543,High School for Violin and Dance,High School,288,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.81,0.89,0.65,0.88,0.78,0.86,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2017,2.37,2.08,0.163,0.271,0.006999999999999999,0.8759999999999999,0.142,0.25,0.705,0.006999999999999999,0.35100000000000003,0.628,0.01,6.3,0.941,0.7140000000000001,0.69,0.961,09X543,264,0.67,0.71,0.56,0.43,0.75,,,,,,,,,2.0,10456,40.827642,-73.904473,3,16,135,2004526.0,2026340001.0
152,09X564,Claremont International HS,High School,377,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.84,0.91,0.86,0.89,0.82,0.93,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,"April 15, 2015",1.87,1.94,0.851,0.042,0.003,0.955,0.20199999999999999,0.313,0.41100000000000003,0.077,0.207,0.682,0.027000000000000003,5.0,0.5379999999999999,0.843,0.415,0.965,09X564,382,0.62,0.84,0.92,0.49,0.87,,,1.0,1.0,,,,,2.0,10457,40.840422,-73.91091,4,16,225,2007806.0,2028170002.0
153,09X568,Young Women's Leadership School of the Bronx,High School,144,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,,0.78,0.92,0.7,0.96,0.87,0.92,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"January 29, 2015",2.94,2.85,0.063,0.18100000000000002,0.0,0.779,0.021,0.111,0.597,0.049,0.368,0.556,0.006999999999999999,5.0,0.545,0.922,0.217,0.976,09X568,465,,0.92,0.83,,0.85,1.0,,,,,,,,,10453,40.848516,-73.908427,5,14,23301,2007902.0,2028270001.0
154,10X141,Riverdale / Kingsbridge Academy (Middle School / H,High School,707,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.73,0.76,0.69,0.75,0.88,0.84,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,2014-12-03T00:00:00.000,2.93,2.81,0.057999999999999996,0.215,0.076,0.42100000000000004,0.004,0.069,0.27399999999999997,0.078,0.096,0.588,0.235,10.0,0.7859999999999999,0.92,0.248,0.9620000000000001,10X141,1513,0.92,0.92,0.82,0.71,0.81,,,,,,,,,2.0,10463,40.888338,-73.91348599999999,8,11,309,2085870.0,2059180376.0
155,10X213,Bronx Engineering and Technology Academy,High School,403,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.77,0.86,0.66,0.86,0.83,0.81,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2017,2.48,2.29,0.134,0.251,0.0,0.785,0.107,0.156,0.581,0.04,0.28800000000000003,0.635,0.025,6.2,0.9229999999999999,0.8170000000000001,0.5379999999999999,0.971,10X213,399,0.77,0.82,0.66,0.53,0.79,,,,,,,,,2.0,10463,40.877105,-73.912256,8,10,309,1064532.0,1022150080.0
156,10X225,Theatre Arts Production Company School,High School,414,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.73,0.77,0.65,0.79,0.83,0.84,Proficient,Proficient,Developing,Proficient,Proficient,,,,,,"April 29, 2015",2.66,2.28,0.063,0.263,0.013999999999999999,0.7909999999999999,0.048,0.111,0.63,0.012,0.29,0.659,0.017,5.3,0.7290000000000001,0.853,0.45,0.9640000000000001,10X225,608,0.73,0.85,0.62,0.65,0.83,,,,,,,,,2.0,10457,40.854493,-73.89671700000001,5,15,379,2013307.0,2031430043.0
157,10X237,"The Marie Curie School for Medicine, Nursing, and",High School,533,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.71,0.67,0.6,0.66,0.8,0.81,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,"December 22, 2014",2.54,2.19,0.126,0.205,0.019,0.765,0.124,0.15,0.597,0.032,0.325,0.5870000000000001,0.032,13.0,0.794,0.82,0.531,0.9520000000000001,10X237,489,0.57,0.82,0.58,0.68,0.71,,,,,,,,,,10463,40.875911,-73.901099,8,14,273,2015547.0,2032530141.0
158,10X243,West Bronx Academy for the Future,High School,333,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.78,0.86,0.67,0.9,0.79,0.88,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,February 2017,2.54,2.22,0.099,0.276,0.03,0.815,0.048,0.114,0.652,0.018000000000000002,0.159,0.799,0.021,13.0,0.733,0.836,0.467,0.9640000000000001,10X243,607,0.87,0.84,0.76,0.54,0.75,,,,,,,,,1.0,10458,40.860043,-73.888267,6,15,387,2011810.0,2030590001.0
159,10X264,Bronx Academy for Software Engineering (BASE),High School,436,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,0.76,0.86,0.72,0.86,0.8,0.92,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,"May 22, 2015",2.72,2.54,0.062,0.278,0.076,0.6829999999999999,0.048,0.122,0.466,0.069,0.289,0.5920000000000001,0.025,4.0,0.452,0.882,0.313,0.976,10X264,426,0.78,0.88,0.73,,0.82,,,,,,,1.0,1.0,,10458,40.855698,-73.882715,6,15,393,2012887.0,2031040007.0
160,10X268,Kingsbridge International High School,High School,487,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.77,0.87,0.74,0.87,0.82,0.92,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,March 2017,1.87,1.9,0.877,0.043,0.002,0.95,0.21600000000000003,0.43700000000000006,0.478,0.064,0.033,0.862,0.037000000000000005,0.4,0.833,0.871,0.397,0.96,10X268,470,0.57,0.87,0.78,0.32,0.84,,,,1.0,,,,,1.0,10468,40.870293,-73.898309,7,11,409,2015241.0,2032470070.0
161,10X284,Bronx School of Law and Finance,High School,394,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.78,0.82,0.58,0.88,0.82,0.87,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,May 2017,2.53,2.19,0.168,0.244,0.051,0.805,0.15,0.16,0.609,0.015,0.27699999999999997,0.6779999999999999,0.02,5.0,0.68,0.802,0.556,0.9620000000000001,10X284,380,0.77,0.8,0.6,0.4,0.65,,,,,,,,,2.0,10463,40.877105,-73.912256,8,10,309,1064532.0,1022150080.0
162,10X342,International School for Liberal Arts,High School,387,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.85,0.89,0.83,0.92,0.87,0.92,Proficient,Proficient,Developing,Proficient,Well Developed,,,,,,"March 18, 2015",2.17,2.15,0.664,0.07,0.003,0.9059999999999999,0.09,0.349,0.522,0.0,0.003,0.995,0.003,5.3,0.732,0.914,0.19899999999999998,0.972,10X342,523,0.77,0.91,0.89,0.47,0.88,,,,,,,,,1.0,10468,40.870293,-73.898309,7,11,409,2015241.0,2032470070.0
163,10X351,Bronx Collaborative High School,High School,488,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.95,0.78,0.95,0.88,0.91,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,October 2016,2.58,2.28,0.201,0.217,0.006,0.802,0.16399999999999998,0.184,0.557,0.02,0.309,0.607,0.035,4.0,0.5710000000000001,0.802,0.555,0.998,10X351,553,0.51,0.8,0.83,,0.86,,,1.0,,,,,,2.0,10468,40.882178,-73.88691,7,11,409,2095215.0,2032510201.0
164,10X353,World View High School,High School,449,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.86,0.96,0.75,0.98,0.86,0.93,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,"January 7, 2015",2.6,2.31,0.316,0.18,0.022000000000000002,0.802,0.125,0.183,0.535,0.009000000000000001,0.23800000000000002,0.7170000000000001,0.013000000000000001,3.3,0.32299999999999995,0.887,0.344,0.9890000000000001,10X353,495,0.86,0.89,0.75,,0.83,,,,,,,,,2.0,10468,40.882178,-73.88691,7,11,409,2095215.0,2032510201.0
165,10X368,In-Tech Academy (M.S. / High School 368),High School,486,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.73,0.77,0.69,0.83,0.82,0.85,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,"March 4, 2016",2.81,2.35,0.10099999999999999,0.20199999999999999,0.019,0.6940000000000001,0.006,0.111,0.521,0.028999999999999998,0.10099999999999999,0.807,0.051,2.0,0.828,0.905,0.263,0.966,10X368,1003,0.86,0.91,0.76,0.78,0.85,,,,,,,,,1.0,10463,40.879368,-73.909896,8,11,29302,2112838.0,2057160725.0
166,10X374,Knowledge and Power Preparatory Academy Internatio,High School,473,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.83,0.87,0.82,0.91,0.86,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,2015-04-22T00:00:00.000,2.71,2.41,0.133,0.254,0.008,0.7759999999999999,0.10099999999999999,0.131,0.5670000000000001,0.03,0.294,0.632,0.023,9.9,0.5,0.878,0.361,0.9840000000000001,10X374,488,0.91,0.88,0.93,0.64,0.94,,,,,,,,,1.0,10458,40.860043,-73.888267,6,15,387,2011810.0,2030590001.0
167,10X433,High School for Teaching and the Professions,High School,462,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.85,0.71,0.88,0.86,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,March 2017,2.5,2.15,0.201,0.249,0.009000000000000001,0.825,0.13,0.147,0.626,0.022000000000000002,0.17300000000000001,0.762,0.027999999999999997,2.9,0.943,0.8170000000000001,0.512,0.953,10X433,447,0.81,0.82,0.79,0.41,0.84,,,,,,,,,1.0,10468,40.870293,-73.898309,7,11,409,2015241.0,2032470070.0
168,10X434,Belmont Preparatory High School,High School,412,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.83,0.87,0.73,0.9,0.83,0.91,Proficient,Proficient,Developing,Proficient,Developing,,,,,,"January 14, 2015",2.64,2.33,0.09,0.21100000000000002,0.051,0.748,0.057999999999999996,0.09699999999999999,0.541,0.028999999999999998,0.265,0.687,0.012,10.0,0.862,0.892,0.335,0.9690000000000001,10X434,402,0.92,0.89,0.82,0.63,0.91,,,,,,,,,1.0,10458,40.860043,-73.888267,6,15,387,2011810.0,2030590001.0
169,10X437,Fordham High School for the Arts,High School,375,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.87,0.76,0.84,0.81,0.87,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"March 15, 2016",2.86,2.47,0.027000000000000003,0.187,0.003,0.747,0.04,0.125,0.563,0.013000000000000001,0.349,0.5920000000000001,0.019,13.0,0.24100000000000002,0.909,0.261,0.9620000000000001,10X437,356,0.93,0.91,0.81,0.72,0.89,,,,,,,,,1.0,10458,40.860043,-73.888267,6,15,387,2011810.0,2030590001.0
170,10X438,Fordham Leadership Academy for Business and Techno,High School,349,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.7,0.76,0.6,0.78,0.86,0.84,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Developing,March 2017,2.35,2.09,0.201,0.287,0.037000000000000005,0.8190000000000001,0.12300000000000001,0.163,0.628,0.02,0.261,0.685,0.032,2.0,0.484,0.902,0.276,0.96,10X438,342,0.72,0.9,0.61,0.32,0.7,,,,,,,,,1.0,10458,40.860043,-73.888267,6,15,387,2011810.0,2030590001.0
